name,constellation,RA_deg,Dec_deg,magnitude,Distance_ly
* lam Gem,Gemini,109.52324541666665,16.540385833333335,3.559000015258789,30.66844952586577
* eta Gem,Gemini,93.719355,22.506787222222222,3.2799999713897705,211.36286777138992
* eps Gem,Gemini,100.98302958333333,25.131126944444446,2.9800000190734863,266.83032259786
* ksi Gem,Gemini,101.32235166666666,12.895594722222222,3.359999895095825,18.45379354633932
* ups Gem,Gemini,113.98062499999997,26.895744444444443,4.059999942779541,77.66326760432119
* bet Gem,Gemini,116.32895749999999,28.02619888888889,1.1399999856948853,10.358400662937642
* kap Gem,Gemini,116.11184916666666,24.397996388888888,3.569999933242798,45.26791817371111
* mu. Gem,Gemini,95.74011166666665,22.5135825,2.869999885559082,71.02272727272727
* alf Gem,Gemini,113.64947124999998,31.888282222222223,1.5800000429153442,15.595757953836555
* tau Gem,Gemini,107.78487624999998,30.245163611111114,4.420000076293945,120.10425048942481
* tet Gem,Gemini,103.197245,33.96125666666667,3.5999999046325684,59.27647139021108
* iot Gem,Gemini,111.43164833333333,27.798079444444447,3.7899999618530273,41.631800034138074
* nu. Gem,Gemini,97.24077541666665,20.21213472222222,4.139999866485596,166.9449081803005
* del Gem,Gemini,110.03072708333332,21.982303888888886,3.5299999713897705,18.598007781406455
*   1 Gem,Gemini,91.03006416666666,23.263344444444446,4.150000095367432,47.551117451260104
* zet Gem,Gemini,106.02721333333332,20.570298333333334,3.7899999618530273,325.42549383318686
* gam Gem,Gemini,99.42796041666666,16.399280277777777,1.9199999570846558,33.51206434316354
* zet Gru,Grus,345.2200312499999,-52.754110833333336,4.114999771118164,50.22399903569922
* lam Gru,Grus,331.5286866666666,-39.54335277777778,4.458000183105469,76.4082031846939
* alf Gru,Grus,332.05826958333324,-46.96097416666667,1.7100000381469727,30.96934035305048
* gam Gru,Grus,328.48215124999996,-37.364871944444445,3.009999990463257,56.15453728661276
* del01 Gru,Grus,337.31739124999996,-43.49556138888889,3.9700000286102295,100.01900361068603
* eps Gru,Grus,342.13874166666665,-51.31686472222223,3.4660000801086426,38.77441818985506
* bet Gru,Grus,340.6668758333333,-46.88457638888889,2.109999895095825,54.25935973955507
* sig Her,Hercules,248.52575999999993,42.43700944444444,4.196000099182129,92.11495946941784
* rho Her,Hercules,260.9206004166666,37.145942777777776,4.170000076293945,120.62726176115804
* omi Her,Hercules,271.8856295833333,28.762490833333334,3.8269999027252197,106.9667440392782
* eps Her,Hercules,255.07238875,30.926404166666668,3.9200000762939453,50.597301139957196
* h Her,Hercules,248.15121624999998,11.48804111111111,4.849999904632568,111.70313774113916
* tet Her,Hercules,269.06325375,37.25053666666667,3.880000114440918,243.89054192478415
* alf Her,Hercules,258.66190875,14.390340555555555,NaN,110.25358324145535
* tau Her,Hercules,244.93515291666662,46.313361666666665,3.869999885559082,98.40001574400253
* lam Her,Hercules,262.6846241666666,26.110645555555557,4.409999847412109,120.56472517270898
* gam Her,Hercules,245.4800608333333,19.15312833333333,3.759999990463257,59.28736586233473
* eta Her,Hercules,250.72402041666663,38.92225472222222,3.5,34.176933987252006
* chi Her,Hercules,238.16892083333332,42.45151722222222,4.619999885559082,15.897543511576592
* zet Her,Hercules,250.32150416666664,31.60271861111111,2.799999952316284,10.715816545220747
* pi. Her,Hercules,258.76180916666664,36.80916138888889,3.180000066757202,112.37091391264285
* bet Her,Hercules,247.55500124999998,21.489610555555558,2.7699999809265137,45.449793885184725
* ome Her,Hercules,246.35397749999998,14.033267222222223,4.579999923706055,76.31607063815498
* mu. Her,Hercules,266.61477999999994,27.72071111111111,3.4200000762939453,8.338558830200258
* del Her,Hercules,258.7579604166666,24.83920694444444,3.130000114440918,23.036166781847502
* ksi Her,Hercules,269.44118999999995,29.247879444444447,3.700000047683716,41.920987323093435
* phi Her,Hercules,242.1924008333333,44.93490583333333,4.269999980926514,73.664282399393
* iot Her,Hercules,264.86619499999995,46.00633111111111,3.799999952316284,153.47545160151634
* mu. Hor,Horologium,45.90341124999999,-59.73777444444445,5.122000217437744,43.275618084015285
* bet Hor,Horologium,44.69915125,-64.07128694444444,4.968999862670898,98.45717605127649
* alf Hor,Horologium,63.500475833333326,-42.29436833333333,3.859999895095825,36.07373471375492
* eta Hor,Horologium,39.35145249999999,-52.54310888888889,5.293000221252441,39.67151981592415
* zet Hor,Horologium,40.165055416666654,-54.54991166666667,5.210000038146973,49.41590401454804
* iot Hor,Horologium,40.639444166666664,-50.80029305555555,5.400000095367432,17.35716356175939
* zet Hya,Hydra,133.8484420833333,5.945565,3.0999999046325684,46.919059929715246
* ups02 Hya,Hydra,151.2811233333333,-13.06462638888889,4.5879998207092285,100.4994824276655
* tet Hya,Hydra,138.5910833333333,2.3143197222222223,NaN,36.94071753649743
* alf Hya,Hydra,141.8968445833333,-8.658599444444445,1.9700000286102295,55.2791597567717
* nu. Hya,Hydra,162.40620083333332,-16.193646944444446,3.109999895095825,42.02740186601664
* E Hya,Hydra,222.57211749999996,-27.960361111111112,4.409999847412109,92.57202103236318
* eta Hya,Hydra,130.80614874999998,3.3986616666666665,4.300000190734863,156.61216563302636
* gam Hya,Hydra,199.73040666666665,-23.17151388888889,3.0,39.171752465861815
* rho Hya,Hydra,132.10821083333335,5.8378122222222215,4.336999893188477,95.75700701898862
* sig Hya,Hydra,129.68932249999997,3.341435,4.429999828338623,115.09201606684543
* bet Hya,Hydra,178.2271725,-33.90812972222222,4.28000020980835,94.9667616334283
* ksi Hya,Hydra,173.25047874999998,-31.857624166666668,3.5399999618530273,40.058966799128314
* ups01 Hya,Hydra,147.86947874999998,-14.846628611111111,4.110000133514404,76.18293045260279
* mu. Hya,Hydra,156.52260875,-16.836288333333332,3.809999942779541,74.7887218607434
* del Hya,Hydra,129.41403083333333,5.7037875,4.13100004196167,54.25906533334057
* lam Hya,Hydra,152.64703541666665,-12.354127222222221,3.609999895095825,33.30757547496603
* eps Hya,Hydra,131.69380083333334,6.418801388888889,3.380000114440918,39.63535473642489
* pi. Hya,Hydra,211.5929083333333,-26.68236138888889,3.2799999713897705,32.37408907406868
* iot Hya,Hydra,144.96400583333332,-1.1428105555555554,3.9100000858306885,77.48634303204061
* bet Hyi,Hydrus,6.437792916666666,-77.25424611111112,2.7899999618530273,7.458790184232118
* gam Hyi,Hydrus,56.80975249999999,-74.23896277777777,3.259999990463257,66.31607567990557
* alf Hyi,Hydrus,29.69224375,-61.56982194444445,2.8399999141693115,19.396873611911232
* alf Ind,Indus,309.3918004166666,-47.29150138888889,3.109999895095825,30.396153062868365
* eta Ind,Indus,311.0097245833333,-51.920970277777776,4.494999885559082,24.192163190656018
* del Ind,Indus,329.4794729166666,-54.99257611111111,4.400000095367432,57.67012687427913
* tet Ind A,Indus,319.96662249999997,-53.44942583333333,4.482999801635742,30.252975380128635
* bet Ind,Indus,313.7024916666666,-58.454144722222225,3.6500000953674316,177.22326587034345
*   6 Lac,Lacerta,337.62191916666666,43.123376388888886,4.511000156402588,352.52229703528747
*   1 Lac,Lacerta,333.9924033333333,37.748735,4.150000095367432,207.8656356531138
*  11 Lac,Lacerta,340.1285766666667,44.27630722222222,4.460000038146973,107.33068584308253
* alf Lac,Lacerta,337.82292249999995,50.282491388888886,3.7699999809265137,31.751777305734688
* bet Lac,Lacerta,335.8900970833333,52.22904666666667,4.440000057220459,51.809713285046676
*   4 Lac,Lacerta,336.1291308333333,49.47639166666667,4.579999923706055,790.1390644753476
*   2 Lac,Lacerta,335.2564470833333,46.53656972222222,4.539999961853027,189.80014045210393
*   5 Lac,Lacerta,337.38261708333334,47.70690583333334,4.369999885559082,673.9452756436177
HD 211073,Lacerta,333.4696979166666,39.71492444444445,4.489999771118164,174.88326542033192
*  46 LMi,Leo Minor,163.32787125,34.214891944444446,3.8299999237060547,30.37574800279457
*  10 LMi,Leo Minor,143.55575749999997,36.39755805555556,4.599999904632568,58.56926987548174
*  30 LMi,Leo Minor,156.47839541666664,33.796119166666664,4.7179999351501465,74.26661715558856
* bet LMi,Leo Minor,156.97083124999997,36.70721,4.210000038146973,47.19207173194903
*  21 LMi,Leo Minor,151.85734291666665,35.24469583333333,4.489999771118164,27.53167519230875
* sig Leo,Leo,170.28414041666665,6.029321666666666,4.039999961853027,73.77297105886346
* lam Leo,Leo,142.93012374999998,22.967981111111108,4.309999942779541,114.21392267717435
* del Leo,Leo,168.52708916666663,20.523718055555555,2.5299999713897705,17.914725904693658
* kap Leo,Leo,141.1635775,26.182324166666668,4.460000038146973,61.304185236726106
* mu. Leo,Leo,148.19090416666666,26.00695111111111,3.880000114440918,38.31843384897172
* iot Leo,Leo,170.98105499999997,10.529506111111113,4.010000228881836,23.610074891157556
* bet Leo,Leo,177.26490958333332,14.572058055555555,2.130000114440918,10.99989000109999
* gam01 Leo,Leo,154.9931433333333,19.84148861111111,1.9800000190734863,NaN
* eta Leo,Leo,151.83313458333333,16.762663055555556,3.4100000858306885,556.6379070414695
* alf Leo,Leo,152.0929620833333,11.967208611111111,1.399999976158142,24.313153415998052
* eps Leo,Leo,146.46280666666664,23.77425361111111,2.9800000190734863,69.73792487830733
* tet Leo,Leo,168.5600233333333,15.429570833333333,3.3499999046325684,49.22228785193936
* zet Leo,Leo,154.17256291666666,23.417316944444444,3.4100000858306885,71.23674106156992
* del Lep,Lepus,87.83039999999998,-20.879091666666667,3.8499999046325684,35.182279389517085
* mu. Lep,Lepus,78.23292875,-16.205463333333334,3.2899999618530273,52.14444009907444
* lam Lep,Lepus,79.89384291666666,-13.176769166666666,4.289999961853027,299.5985379591348
* kap Lep,Lepus,78.30782083333332,-12.941292222222222,4.440000057220459,143.20902789711863
* tet Lep,Lepus,91.53884916666665,-14.935255277777777,4.663000106811523,51.28441825520152
* zet Lep,Lepus,86.73892208333332,-14.82195,3.5250000953674316,22.324418448899408
* eps Lep,Lepus,76.36526833333332,-22.371034444444444,3.180000066757202,64.10297501907064
* bet Lep,Lepus,82.06134499999999,-20.75944361111111,2.8399999141693115,47.9163572068597
* eta Lep,Lepus,89.10122249999999,-14.167699444444445,3.7200000286102295,14.957229801382947
* gam Lep,Lepus,86.11579416666666,-22.448385277777778,3.5999999046325684,8.905036688751157
* alf Lep,Lepus,83.18256708333332,-17.822289166666668,2.569999933242798,680.2721088435375
* tau Lib,Libra,234.66403916666664,-29.77774861111111,3.6419999599456787,112.48593925759279
* sig Lib,Libra,226.01756166666664,-25.281969444444442,3.2100000381469727,79.75308445054112
* gam Lib,Libra,233.88157499999997,-14.789535277777778,3.9100000858306885,49.36004699076474
* bet Lib,Libra,229.25172416666663,-9.382914166666668,2.619999885559082,56.75368898978433
* ups Lib,Libra,234.25603666666666,-28.135110277777777,3.5889999866485596,64.40518590556911
* alf02 Lib,Libra,222.7196375,-16.04177638888889,2.75,23.2396002788752
* zet Lup,Lupus,228.07123124999995,-52.099248611111115,3.4100000858306885,34.76858032932799
* gam Lup,Lupus,233.78520124999997,-41.166756666666664,2.765000104904175,129.03225806451613
* alf Lup,Lupus,220.48231541666667,-47.38819861111111,2.2860000133514404,142.45014245014247
* bet Lup,Lupus,224.63302208333332,-43.13396361111111,2.680000066757202,117.37089201877934
* chi Lup,Lupus,237.73977208333332,-33.62714666666667,3.946000099182129,62.87765893900238
* eta Lup,Lupus,240.03053291666663,-38.396705,3.4100000858306885,131.67943957230517
* phi01 Lup,Lupus,230.4515395833333,-36.26137305555555,3.5460000038146973,85.75152637716951
* eps Lup,Lupus,230.67028416666665,-44.689614999999996,3.365999937057495,156.98587127158555
* del Lup,Lupus,230.34297416666664,-40.647530277777776,3.190000057220459,148.59724203518783
* alf Lyn,Lynx,140.2637508333333,34.392559166666665,3.140000104904175,68.0077800900423
*  21 Lyn,Lynx,111.67855083333333,49.21152694444445,4.610000133514404,84.01878660068391
*  15 Lyn,Lynx,104.31918833333332,58.42276111111111,4.349999904632568,54.67468562055768
*  31 Lyn,Lynx,125.70878916666665,43.18813055555555,4.25,112.57711532399695
*  38 Lyn,Lynx,139.71101458333334,36.80259583333333,3.9200000762939453,40.471574789446635
*   2 Lyn,Lynx,94.90571916666664,59.010980833333335,4.434000015258789,48.8553198557791
HD  77912,Lynx,136.63236583333332,38.45221388888889,4.539000034332275,216.20219229022982
*  10 UMa,Lynx,135.16030583333333,41.78302444444444,3.9600000381469727,18.739997526320327
* bet Lyr,Lyra,282.5199795833333,33.36266666666667,3.4200000762939453,277.91673614585073
* alf Lyr,Lyra,279.23473458333336,38.78368888888889,0.029999999329447746,7.678722260615834
* gam Lyr,Lyra,284.73592708333325,32.68955555555555,3.25,201.38553246334783
* del02 Lyr,Lyra,283.6261774999999,36.89861972222222,4.300000190734863,236.11635814129204
* zet01 Lyr,Lyra,281.1931541666666,37.60512138888889,4.360000133514404,48.39521468117233
* eps01 Lyr,Lyra,281.08477416666665,39.67012583333333,NaN,49.77600796416127
*  15 Mon,Monoceros,100.244415,9.89575611111111,4.679999828338623,281.69014084507046
* eps Mon A,Monoceros,95.9420225,4.592882222222222,4.3979997634887695,41.53220614925844
* gam Mon,Monoceros,93.71388833333332,-6.274776666666667,3.9600000381469727,195.86336571607646
*  18 Mon,Monoceros,101.96519916666665,2.4121763888888887,4.46999979019165,120.85468432756454
* bet Mon,Monoceros,97.20445708333332,-7.033058333333333,3.740000009536743,207.4688796680498
* zet Mon,Monoceros,122.1485333333333,-2.9837875,4.329999923706055,308.1664098613251
* alf Mon,Monoceros,115.31179958333333,-9.551132500000001,3.930000066757202,44.67496727558647
*  13 Mon,Monoceros,98.22594958333332,7.332969444444444,4.5,822.4360555966774
* del Mon,Monoceros,107.96608499999999,-0.49276694444444447,4.150000095367432,126.95510867357302
* bet Mus,Musca,191.57001708333334,-68.10811555555556,NaN,104.71204188481674
* lam Mus,Musca,176.4017275,-66.7287575,3.6500000953674316,42.14270362300823
* eps Mus,Musca,184.39281499999996,-67.96073666666668,4.019999980926514,100.08507231146474
* del Mus,Musca,195.56773541666664,-71.54885888888889,3.609999895095825,26.74612047522507
* alf Mus,Musca,189.2959075,-69.13556472222223,2.6489999294281006,96.71179883945841
* gam Mus,Musca,188.11672041666662,-72.13298972222222,3.880000114440918,116.25879207115038
* gam02 Nor,Norma,244.96009291666664,-50.15550583333333,4.019999980926514,42.4271737562474
* eps Nor,Norma,246.7960066666666,-47.55479361111111,4.520999908447266,190.8761213972132
* del Nor,Norma,241.622715,-45.17328,4.7129998207092285,32.19295167516024
* eta Nor,Norma,240.80373916666662,-49.22969583333334,4.64300012588501,71.65222874257503
* bet Oct,Octans,341.51462874999993,-81.38161416666667,4.127999782562256,45.76659038901602
* del Oct,Octans,216.73013374999996,-83.66788472222223,4.303999900817871,91.99124243372032
* nu. Oct,Octans,325.36892499999993,-77.39000861111111,3.7279999256134033,19.410992833461446
* gam Oph,Ophiuchus,266.97316875,2.7072788888888892,3.75,29.74650032423685
* nu. Oph,Serpens,269.7566341666667,-9.773633333333335,3.3399999141693115,43.662211665669716
* del Oph,Serpens,243.5864125,-3.694325555555556,2.75,48.99246985738292
* tet Oph,Ophiuchus,260.50241374999996,-24.999546111111112,3.259999990463257,133.6898395721925
* eps Oph,Ophiuchus,244.58037583333333,-4.692513055555556,3.2300000190734863,32.77227203607572
* lam Oph,Ophiuchus,247.7284295833333,1.9839222222222224,3.9000000953674316,53.07855626326964
* eta Oph,Serpens,257.5945283333333,-15.72490638888889,2.4200000762939453,27.0929287455974
* ups Oph,Ophiuchus,246.9507220833333,-8.371781944444445,4.630000114440918,39.85349853936928
* rho Oph,Ophiuchus,246.39632333333333,-23.447170833333335,4.630000114440918,110.74197120708749
* chi Oph,Ophiuchus,246.75598124999993,-18.45624972222222,4.429999828338623,152.9005229197884
* psi Oph,Ophiuchus,246.02574041666662,-20.03732,4.5,59.4516182730494
* bet Oph,Ophiuchus,265.8681329166666,4.567303611111111,2.75,25.491735579325184
* kap Oph,Ophiuchus,254.41707291666663,9.37502888888889,3.200000047683716,26.94509936005389
* alf Oph,Ophiuchus,263.73362249999997,12.560037222222222,2.069999933242798,14.896469536719799
* d Oph,Ophiuchus,261.8386483333333,-29.867034722222222,4.269000053405762,34.345259152152934
* zet Oph,Ophiuchus,249.28974999999997,-10.567085833333334,2.559999942779541,134.97462477054313
* phi Oph,Ophiuchus,247.78486208333328,-16.612730833333334,4.269999980926514,73.41065922771986
* lam Ori,Orion,83.78448999999998,9.934155833333334,3.6600000858306885,336.70033670033666
* chi02 Ori,Orion,90.97993458333332,20.13845222222222,4.630000114440918,1309.5861707700367
* del Ori,Orion,83.00166666666665,-0.299095,2.4100000858306885,212.31422505307856
* chi01 Ori,Orion,88.59576208333333,20.276172777777777,4.400000095367432,8.663259118080221
* gam Ori,Orion,81.28276333333334,6.349703055555556,1.6399999856948853,77.39938080495357
* pi.06 Ori,Orion,74.6370925,1.7140133333333334,4.459000110626221,237.56919202717793
* nu. Ori,Orion,91.89302124999999,14.768475,4.396999835968018,185.0686604730355
* pi.02 Ori,Orion,72.65301,8.900181111111111,4.349999904632568,67.08797917589126
* eta Ori,Orion,81.11923624999999,-2.3971475,3.3499999046325684,299.4011976047904
* eps Ori,Orion,84.05338875,-1.2019188888888888,1.690000057220459,606.0606060606061
*  11 Ori,Orion,76.14228791666665,15.404101944444445,4.660999774932861,128.09345698621715
* ksi Ori,Orion,92.98498749999999,14.208767222222221,4.480000019073486,221.0677572676025
* pi.05 Ori,Orion,73.56290416666666,2.440671388888889,3.7300000190734863,303.5361966914554
* pi.04 Ori,Orion,72.80152374999999,5.605103611111111,3.680000066757202,258.2978173834431
* zet Ori,Orion,85.18969416666665,-1.9425733333333333,1.7699999809265137,225.73363431151242
* alf Ori,Orion,88.79293874999999,7.40706388888889,0.41999998688697815,152.67175572519085
* bet Ori,Orion,78.63446708333332,-8.201638333333333,0.12999999523162842,264.55026455026456
* mu. Ori,Orion,90.59581916666666,9.647272777777777,NaN,47.50593824228029
* pi.03 Ori,Orion,72.46004666666666,6.961277777777778,3.190000057220459,8.024407036442042
* omi02 Ori,Orion,74.09281624999998,13.514468611111111,4.059999942779541,55.277937469597134
* pi.01 Ori,Orion,73.72386666666667,10.150834166666668,4.6479997634887695,37.02784864496588
* kap Ori,Orion,86.93911999999999,-9.669604722222221,2.059999942779541,198.4126984126984
* alf Pav,Pavo,306.41190416666666,-56.73508972222222,1.9179999828338623,54.824561403508774
* ksi Pav,Pavo,275.8068220833333,-61.49391166666667,4.367000102996826,227.06114756703982
* zet Pav,Pavo,280.75890124999995,-71.42811555555556,4.002999782562256,66.0087791676293
* eta Pav,Pavo,266.43328124999994,-64.7238713888889,3.5810000896453857,112.7993412518471
* gam Pav,Pavo,321.61085375,-65.36619805555554,4.21999979019165,9.258384856245058
* eps Pav,Pavo,300.14813124999995,-72.91050333333334,3.940000057220459,31.990479633261142
* pi. Pav,Pavo,272.14506624999996,-63.66856194444444,4.328000068664551,41.04803851947935
* kap Pav,Pavo,284.23762041666663,-67.23349472222222,4.400000095367432,190.65413433490306
* del Pav,Pavo,302.1817033333333,-66.18206722222223,3.559999942779541,6.099256866543381
* bet Pav,Pavo,311.23955624999996,-66.20321138888889,3.4079999923706055,42.01486485918718
* lam Pav,Pavo,283.0543075,-62.18759083333333,4.206999778747559,336.4058400053825
* eps Peg,Pegasus,326.04648374999994,9.875008611111111,2.390000104904175,211.4164904862579
* tet Peg,Pegasus,332.5499525,6.197921388888889,3.549999952316284,27.19771104063882
* gam Peg,Pegasus,3.3089679166666666,15.183598333333334,2.8399999141693115,143.93873967239543
*  42 Peg,Pegasus,340.3655029166666,10.831363055555554,3.4100000858306885,62.65664160401002
* mu. Peg,Pegasus,342.50080416666657,24.601581111111113,3.4800000190734863,34.56141563558443
* lam Peg,Pegasus,341.63282458333333,23.565655833333334,3.930000066757202,116.29664949352811
* bet Peg,Pegasus,345.94357249999996,28.082786944444443,2.4200000762939453,60.09615384615385
* alf Peg,Pegasus,346.19022249999995,15.205266944444444,2.4800000190734863,40.88307440719542
* kap Peg,Pegasus,326.16139666666663,25.6450375,4.135000228881836,34.22313483915127
* pi. Peg,Pegasus,332.4968458333332,33.17822222222222,4.289999961853027,89.2936869363336
* eta Peg,Pegasus,340.7505366666666,30.221214444444442,2.950000047683716,60.12939846549775
* iot Peg,Pegasus,331.75277291666663,25.345098888888888,3.7699999809265137,11.903996647834544
* c Per,Perseus,62.16538958333333,47.71251055555556,4.03000020980835,156.84798293493944
* ksi Per,Perseus,59.74126,35.79103027777778,4.059999942779541,408.8808929958703
* phi Per,Perseus,25.915157916666665,50.68873138888888,4.059999942779541,185.02072232089995
* bet Per,Perseus,47.04221833333333,40.95564666666667,2.119999885559082,27.570995312930794
* zet Per,Perseus,58.53300999999999,31.88363361111111,2.8499999046325684,259.36300446104366
* iot Per,Perseus,47.26674708333333,49.613278333333334,NaN,10.57739905988077
* tau Per,Perseus,43.564490416666665,52.76246722222222,3.9600000381469727,80.82375571828072
* lam Per,Perseus,61.64601041666666,50.351261388888894,4.289999961853027,132.87447348489883
* alf Per,Perseus,51.08070833333333,49.861179166666666,1.7899999618530273,155.27950310559007
* del Per,Perseus,55.73121999999999,47.78749666666666,3.009999990463257,160.16657323616562
* rho Per,Perseus,46.29414083333333,38.840276111111116,3.390000104904175,94.33962264150944
* eps Per,Perseus,59.46349708333333,40.010199722222225,2.890000104904175,187.56095731112612
* gam Per,Perseus,46.199250416666665,53.50646166666667,2.930000066757202,70.7954577634299
* tet Per,Perseus,41.04994416666666,49.22844833333333,4.110000133514404,11.150136589173217
* eta Per,Perseus,42.67420791666666,55.895494166666666,3.7899999618530273,306.2130630492697
* omi Per,Perseus,56.07972375,32.288246388888886,3.9100000858306885,330.86289041821067
* b Per,Perseus,64.56092249999999,50.29549305555555,4.593999862670898,117.00422385248108
* kap Per,Perseus,47.374181666666665,44.857458055555554,3.809999942779541,34.805126098971854
* mu. Per,Perseus,63.72443125,48.409330555555556,4.159999847412109,253.8393197106232
* alf Phe,Phoenix,6.571047499999999,-42.30598694444444,2.380000114440918,25.974025974025974
* del Phe,Phoenix,22.81293333333333,-49.07270277777778,3.934999942779541,43.872156535854515
* gam Phe,Phoenix,22.091369166666667,-43.31823472222223,3.4200000762939453,74.84357692422836
* bet Phe,Phoenix,16.520997916666666,-46.71841055555556,3.299999952316284,8333.333333333334
* eps Phe,Phoenix,2.3526666666666665,-45.74742388888889,3.869999885559082,44.23193457212238
* zet Phe,Phoenix,17.096168749999997,-55.245760000000004,4.013999938964844,89.22198429693076
* alf Pic,Pictor,102.04772958333332,-61.94138888888889,3.2300000190734863,29.60331557134399
* gam Pic,Pictor,87.45691666666666,-56.16666583333333,4.49399995803833,56.894472133087554
* bet Pic,Pictor,86.82119833333331,-51.066511388888884,3.859999895095825,19.63452298908124
* tau Psc,Pisces,17.915071249999997,30.089637777777778,4.511000156402588,52.72787670113313
* tet Psc,Pisces,351.9920608333333,6.378992222222222,4.300000190734863,51.96586881736076
* iot Psc,Pisces,354.9876691666666,5.626292500000001,4.119999885559082,13.654300421917885
* eta Psc,Pisces,22.87086708333333,15.345831666666667,3.619999885559082,114.50163164825099
* eps Psc,Pisces,15.735867916666667,7.890133055555555,4.28000020980835,56.15642934959623
* gam Psc,Pisces,349.2914045833333,3.282290277777778,3.700000047683716,41.32948693574918
* kap Psc,Pisces,351.73314916666664,1.2556047222222222,4.940000057220459,49.22374159504612
* lam Psc,Pisces,355.51168874999996,1.7800419444444444,4.510000228881836,32.05436420168606
* phi Psc,Pisces,18.437275,24.5836975,4.659999847412109,122.24042246290003
* del Psc,Pisces,12.170601249999999,7.5850816666666665,4.440000057220459,92.1005369461304
* nu. Psc,Pisces,25.35789208333333,5.487611388888889,4.440000057220459,112.01344161299356
* ups Psc,Pisces,19.866639999999997,27.26405861111111,4.748000144958496,98.52022620243936
* omi Psc,Pisces,26.34843833333333,9.157750555555555,4.260000228881836,79.8110075341591
* alf Psc,Pisces,30.511748749999995,2.763761388888889,NaN,46.16805170821791
* ome Psc,Pisces,359.8278758333333,6.863322222222222,NaN,33.02848045869953
* bet PsA,Piscis Austrinus,337.8763770833333,-32.34607527777778,4.289999961853027,45.28247206071474
* iot PsA,Piscis Austrinus,326.23670666666663,-33.02578166666667,4.340000152587891,65.21200422573787
* mu. PsA,Piscis Austrinus,332.0958804166666,-32.98846972222222,4.5,36.91562564602345
* alf PsA,Piscis Austrinus,344.41269249999993,-29.622236944444445,1.159999966621399,7.7035667514059005
* gam PsA,Piscis Austrinus,343.1313754166667,-32.875460277777776,4.510000228881836,68.33401667350007
* eps PsA,Piscis Austrinus,340.1639508333333,-27.04361527777778,4.177000045776367,168.8647224708286
* tet PsA,Piscis Austrinus,326.93395791666666,-30.89830611111111,5.017000198364258,98.4251968503937
* del PsA,Piscis Austrinus,343.98708374999995,-32.53962388888889,4.208000183105469,52.18716404513146
* ksi Pup,Puppis,117.32355625,-24.859783611111112,3.299999952316284,332.6790645064706
* p Pup,Puppis,113.84538166666665,-28.369334722222224,4.630000114440918,73.4295260124096
* omi Pup,Puppis,117.02153583333332,-25.937169444444443,4.489999771118164,332.1155762205247
* zet Pup,Pyxis,120.89603125,-40.00314777777778,2.25,332.22591362126246
* rho Pup,Puppis,121.88603666666667,-24.304324166666667,2.809999942779541,19.455290769048187
* k02 Pup,Puppis,114.70779458333331,-26.803846944444444,4.428999900817871,120.39779431240821
* nu. Pup,Puppis,99.4403025,-43.19593555555555,3.1700000762939453,113.38639816767581
* l Pup,Puppis,115.95195666666666,-28.95482611111111,3.930000066757202,1027.5380189066996
* pi. Pup,Puppis,109.28565833333332,-37.09747333333333,2.700000047683716,173.54783846167194
* gam Pyx,Pyxis,132.63301041666665,-27.70984138888889,4.010000228881836,64.45707803173866
* bet Pyx,Pyxis,130.02559666666664,-35.308355,3.9539999961853027,118.206104163219
* alf Pyx,Pyxis,130.89807249999998,-33.18638305555555,3.680000066757202,243.37413906398305
* eps Ret,Reticulum,64.12095041666666,-59.30215416666666,4.440000057220459,18.440453930213945
* del Ret,Reticulum,59.68645374999999,-61.40018555555555,4.570000171661377,165.6122685568547
* bet Ret,Reticulum,56.049922499999994,-64.80691388888889,3.8329999446868896,32.851079486471924
* alf Ret,Reticulum,63.606125,-62.473803333333336,3.359999895095825,49.1567165279628
* gam Sge,Sagitta,299.6892841666666,19.49214611111111,3.4700000286102295,88.20286659316427
* del Sge,Sagitta,296.8469395833333,18.534313333333333,3.809999942779541,167.57716928645644
* bet Sge,Sagitta,295.2622454166666,17.47604222222222,4.380000114440918,135.56748549427905
* alf Sge,Sagitta,295.02413041666665,18.013890555555555,4.380000114440918,130.97062328919623
* eps Sgr,Sagittarius,276.0429933333333,-34.38461638888889,1.809999942779541,43.936731107205624
* omi Sgr,Sagittarius,286.1707583333333,-21.741495833333335,3.7699999809265137,41.99545609165088
* phi Sgr,Sagittarius,281.41412291666666,-26.9907825,3.140000104904175,82.26931683559299
* eta Sgr,Sagittarius,274.40682125,-36.76169,3.109999895095825,41.86570319728376
* rho01 Sgr,Sagittarius,290.4181658333333,-17.84719833333333,3.930000066757202,39.99824007743659
* pi. Sgr,Sagittarius,287.44097041666663,-21.02361388888889,2.880000114440918,156.25
* del Sgr,Sagittarius,275.2485116666666,-29.82810222222222,2.6679999828338623,127.440485293368
* mu. Sgr,Sagittarius,273.44086999999996,-21.058831666666666,3.8499999046325684,11111.111111111111
* tau Sgr,Sagittarius,286.7350129166667,-27.670415555555557,3.309999942779541,35.31135789826798
* ksi02 Sgr,Sagittarius,284.43250041666664,-21.1066575,3.509999990463257,118.91737620701136
* sig Sgr,Sagittarius,283.8163604166666,-26.29672388888889,2.066999912261963,69.83240223463687
* zet Sgr,Sagittarius,285.6530425,-29.880063055555556,2.5899999141693115,27.041644131963224
